location,investigation_type,event_date,country,injury_severity,aircraft_category,make,model,number_of_engines,engine_type,total_fatal_injuries,total_uninjured,total_serious_injuries,total_minor_injuries,latitude,longitude,amateur_built,aircraft_damage,city,state,region,passengers
"nichols, fl",accident,2007-07-09,united states,fatal(2),airplane,piper,pa-30,2.0,reciprocating,2.0,0.0,0.0,0.0,27.857222,-82.026945,no,Substantial,nichols,fl,South,2.0
"orland, ca",accident,2007-07-09,united states,non-fatal,airplane,cessna,182g,1.0,reciprocating,0.0,0.0,0.0,0.0,39.720278,-122.146389,no,Substantial,orland,ca,West,0.0
"strawberry rese, ut",accident,2007-07-09,united states,non-fatal,airplane,diamond aircraft,da40-g1000,1.0,reciprocating,0.0,2.0,0.0,2.0,40.112222,-110.970556,no,Substantial,strawberry rese,ut,West,4.0
"ulysses, ks",accident,2007-07-09,united states,non-fatal,airplane,cessna,a188b,1.0,reciprocating,0.0,0.0,0.0,0.0,37.603889,-101.373334,no,Substantial,ulysses,ks,Midwest,0.0
"albuquerque, nm",accident,2007-07-09,united states,non-fatal,helicopter,robinson,r22 beta,1.0,reciprocating,0.0,0.0,0.0,0.0,35.145,-106.795,no,Substantial,albuquerque,nm,West,0.0
"edgerton, wi",accident,2007-07-09,united states,non-fatal,airplane,cessna,182k,1.0,reciprocating,0.0,1.0,0.0,1.0,42.872778,-89.075556,no,Substantial,edgerton,wi,Midwest,2.0
"tyringham, ma",accident,2007-07-09,united states,fatal(2),airplane,piper,pa-32-260,1.0,reciprocating,2.0,0.0,0.0,0.0,42.266389,-73.203056,no,Substantial,tyringham,ma,North East,2.0
"mukilteo, wa",accident,2007-07-09,united states,non-fatal,airplane,piper,pa-12,1.0,reciprocating,0.0,0.0,1.0,0.0,47.927778,-122.290555,no,Destroyed,mukilteo,wa,West,1.0
"montpelier, vt",accident,2007-07-10,united states,non-fatal,airplane,cessna,182r,1.0,reciprocating,0.0,0.0,0.0,0.0,44.203611,-72.562222,no,Substantial,montpelier,vt,North East,0.0
"jesup, ia",accident,2007-07-10,united states,non-fatal,helicopter,bell,47g-5,1.0,reciprocating,0.0,0.0,0.0,0.0,42.8,-92.066667,no,Substantial,jesup,ia,Midwest,0.0
"king salmon, ak",accident,2007-07-10,united states,non-fatal,airplane,champion,7gcb,1.0,reciprocating,0.0,0.0,0.0,0.0,58.088333,-156.136666,no,Substantial,king salmon,ak,West,0.0
"sanford, fl",accident,2007-07-10,united states,fatal(5),airplane,cessna,310r,2.0,reciprocating,5.0,0.0,4.0,0.0,28.809722,-81.292777,no,Destroyed,sanford,fl,South,9.0
"tunica, ms",accident,2007-07-10,united states,fatal(1),airplane,boeing,737-232,2.0,turbo fan,1.0,0.0,0.0,0.0,34.676389,-90.341666,no,,tunica,ms,South,1.0
"roche harbor, wa",accident,2007-07-11,united states,non-fatal,airplane,cessna,172rg,1.0,reciprocating,0.0,0.0,0.0,0.0,48.612222,-123.138611,no,Substantial,roche harbor,wa,West,0.0
"tunica, ms",accident,2007-07-11,united states,non-fatal,airplane,wsk-pzl mielic,m-18a,1.0,reciprocating,0.0,1.0,0.0,1.0,,,no,Substantial,tunica,ms,South,2.0
"mercedes, tx",accident,2007-07-11,united states,non-fatal,helicopter,bell,47g-2a,1.0,reciprocating,0.0,1.0,0.0,1.0,26.170834,-97.910278,no,Substantial,mercedes,tx,South,2.0
"gunnison, co",accident,2007-07-11,united states,non-fatal,airplane,cessna,t206h,1.0,reciprocating,0.0,0.0,1.0,0.0,38.533889,-106.933056,no,Substantial,gunnison,co,West,1.0
"alicia, ar",accident,2007-07-11,united states,non-fatal,airplane,grumman,g-164b,1.0,reciprocating,0.0,0.0,0.0,0.0,36,-91.133333,no,Substantial,alicia,ar,South,0.0
"orlando, fl",incident,2007-07-11,united states,incident,airplane,piper,pa-31-350,2.0,reciprocating,0.0,0.0,0.0,0.0,28.366667,-81.083333,no,Minor,orlando,fl,South,0.0
"enterprise, al",accident,2007-07-12,united states,non-fatal,airplane,piper,pa-23-160,2.0,reciprocating,0.0,1.0,0.0,1.0,31.299722,-85.899722,no,Substantial,enterprise,al,South,2.0
"newport news, va",accident,2007-07-12,united states,non-fatal,airplane,john d. williams,xt-912,1.0,reciprocating,0.0,2.0,0.0,2.0,37.236944,-76.406111,no,Substantial,newport news,va,South,4.0
"immokalee, fl",accident,2007-07-12,united states,non-fatal,helicopter,schweizer,269c-1,1.0,reciprocating,0.0,0.0,0.0,0.0,26.423334,-81.400556,no,Substantial,immokalee,fl,South,0.0
"northway, ak",accident,2007-07-12,united states,non-fatal,airplane,beech,58,2.0,reciprocating,0.0,0.0,0.0,0.0,62.952778,-141.928889,no,Substantial,northway,ak,West,0.0
"atlanta, ga",accident,2007-07-12,united states,non-fatal,airplane,boeing,777-232,2.0,turbo fan,0.0,0.0,1.0,0.0,33.636666,-84.428334,no,,atlanta,ga,South,1.0
"jordan, mt",accident,2007-07-13,united states,non-fatal,airplane,piper,pa-18-150,1.0,reciprocating,0.0,0.0,0.0,0.0,47.271389,-106.828611,no,Substantial,jordan,mt,West,0.0
"redding, ca",accident,2007-07-13,united states,non-fatal,airplane,cessna,180a,1.0,reciprocating,0.0,0.0,0.0,0.0,40.574723,-122.408056,no,Substantial,redding,ca,West,0.0
"el cajon, ca",accident,2007-07-13,united states,fatal(2),airplane,piper,pa-28-181,1.0,reciprocating,2.0,0.0,0.0,0.0,33.973056,-116.685555,no,Substantial,el cajon,ca,West,2.0
"new meadows, id",accident,2007-07-14,united states,non-fatal,airplane,cessna,tu206g,1.0,reciprocating,0.0,0.0,0.0,0.0,45.122223,-116.669723,no,Substantial,new meadows,id,West,0.0
"astoria, or",accident,2007-07-14,united states,non-fatal,airplane,cessna,182s,1.0,reciprocating,0.0,0.0,0.0,0.0,46.158056,-123.878611,no,Substantial,astoria,or,West,0.0
"chino, ca",accident,2007-07-14,united states,non-fatal,airplane,beech,58,2.0,reciprocating,0.0,0.0,0.0,0.0,33.974445,-117.636389,no,Substantial,chino,ca,West,0.0
"marble, co",accident,2007-07-14,united states,non-fatal,airplane,cessna,180,1.0,reciprocating,0.0,0.0,0.0,0.0,39.081111,-107.220834,no,Substantial,marble,co,West,0.0
"madison, sd",accident,2007-07-14,united states,non-fatal,airplane,cessna,180,1.0,reciprocating,0.0,0.0,0.0,0.0,44.016111,-97.086111,no,Substantial,madison,sd,Midwest,0.0
"oelwein, ia",accident,2007-07-14,united states,non-fatal,airplane,boeing,a-75n1,1.0,reciprocating,0.0,0.0,0.0,0.0,42.675278,-91.971389,no,Substantial,oelwein,ia,Midwest,0.0
"gardner, ma",accident,2007-07-14,united states,non-fatal,airplane,piper,pa-28-161,1.0,reciprocating,0.0,0.0,3.0,0.0,42.549722,-72.016111,no,Substantial,gardner,ma,North East,3.0
"everett, wa",accident,2007-07-14,united states,fatal(1),airplane,yakovlev,yak-55m,1.0,reciprocating,1.0,0.0,0.0,0.0,47.969723,-122.223611,no,Destroyed,everett,wa,West,1.0
"camarillo, ca",accident,2007-07-15,united states,fatal(1),airplane,north american,f-51d,1.0,reciprocating,1.0,0.0,0.0,0.0,34.213889,-119.094444,no,Substantial,camarillo,ca,West,1.0
"new river, az",accident,2007-07-15,united states,fatal(2),airplane,cessna,182s,1.0,reciprocating,2.0,0.0,0.0,0.0,33.971111,-112.019445,no,Substantial,new river,az,West,2.0
"stanley, id",accident,2007-07-15,united states,non-fatal,airplane,britten-norman,bn-2a-20,2.0,reciprocating,0.0,0.0,0.0,0.0,44.208611,-114.934444,no,Substantial,stanley,id,West,0.0
"ontario, or",accident,2007-07-15,united states,non-fatal,airplane,piper,pa-18-150,1.0,reciprocating,0.0,0.0,0.0,0.0,44.022778,-117.022778,no,Substantial,ontario,or,West,0.0
"leadore, id",accident,2007-07-15,united states,non-fatal,airplane,cessna,182b,1.0,reciprocating,0.0,0.0,0.0,0.0,44.673889,-113.353056,no,Substantial,leadore,id,West,0.0
"e.stroudsburg, pa",accident,2007-07-15,united states,non-fatal,airplane,piper,pa-28-140,1.0,reciprocating,0.0,0.0,1.0,0.0,41.04,-75.173334,no,Substantial,e.stroudsburg,pa,North East,1.0
"throckmorton, tx",accident,2007-07-15,united states,non-fatal,airplane,cessna,172m,1.0,reciprocating,0.0,0.0,0.0,0.0,33.173056,-99.121667,no,Substantial,throckmorton,tx,South,0.0
"eden prairie, mn",accident,2007-07-15,united states,non-fatal,airplane,mooney,m20j,1.0,reciprocating,0.0,1.0,0.0,1.0,44.827223,-93.457222,no,Substantial,eden prairie,mn,Midwest,2.0
"osceola, in",accident,2007-07-15,united states,fatal(1),airplane,air tractor,at-301,1.0,reciprocating,1.0,0.0,0.0,0.0,41.555833,-86.051944,no,Substantial,osceola,in,Midwest,1.0
"sheldon, il",accident,2007-07-15,united states,non-fatal,airplane,grumman,g-164b,1.0,turbo prop,0.0,1.0,0.0,1.0,40.8,-87.529445,no,Substantial,sheldon,il,Midwest,2.0
"lignite, nd",accident,2007-07-15,united states,non-fatal,airplane,air tractor,at-301,1.0,reciprocating,0.0,0.0,1.0,0.0,48.166667,-102.916667,no,Substantial,lignite,nd,Midwest,1.0
"beverly, ma",accident,2007-07-15,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,0.0,0.0,0.0,42.583889,-70.909722,no,Substantial,beverly,ma,North East,0.0
"reno, nv",incident,2007-07-15,united states,incident,airplane,cirrus design corp.,sr22,1.0,reciprocating,0.0,0.0,0.0,0.0,39.499166,-119.768056,no,,reno,nv,West,0.0
"laurel, ia",accident,2007-07-16,united states,fatal(1),airplane,air tractor,at-402a,1.0,turbo prop,1.0,0.0,0.0,0.0,42.112778,-96.193611,no,Substantial,laurel,ia,Midwest,1.0
"new hartford, mo",accident,2007-07-16,united states,non-fatal,airplane,cessna,188a,1.0,reciprocating,0.0,0.0,0.0,0.0,39.15,-91.216667,no,Substantial,new hartford,mo,Midwest,0.0
"heart, nd",accident,2007-07-16,united states,non-fatal,helicopter,rotorway,162f,1.0,reciprocating,0.0,0.0,0.0,0.0,46.819723,-103.100833,no,Substantial,heart,nd,Midwest,0.0
"laurel, mt",accident,2007-07-17,united states,non-fatal,airplane,beech,e-33c,1.0,reciprocating,0.0,0.0,0.0,0.0,45.7,-108.761944,no,Substantial,laurel,mt,West,0.0
"bend, or",accident,2007-07-17,united states,non-fatal,helicopter,robinson,r22,1.0,reciprocating,0.0,0.0,0.0,0.0,44.094722,-121.200556,no,Substantial,bend,or,West,0.0
"uxbridge, ma",accident,2007-07-17,united states,non-fatal,airplane,piper,j3c-65,1.0,reciprocating,0.0,0.0,0.0,0.0,42.166667,-71.1,no,Destroyed,uxbridge,ma,North East,0.0
"winnemucca, nv",accident,2007-07-17,united states,non-fatal,airplane,air tractor,at-802a,1.0,turbo prop,0.0,1.0,0.0,1.0,40.634166,-117.797777,no,Destroyed,winnemucca,nv,West,2.0
"pahokee, fl",accident,2007-07-18,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,0.0,0.0,0.0,26.785,-80.693333,no,Substantial,pahokee,fl,South,0.0
"vero beach, fl",accident,2007-07-18,united states,non-fatal,airplane,cessna,152,1.0,reciprocating,0.0,0.0,0.0,0.0,27.655556,-80.429445,no,Substantial,vero beach,fl,South,0.0
"san luis obispo, ca",accident,2007-07-18,united states,non-fatal,airplane,dta sari,combo fc 912,1.0,reciprocating,0.0,0.0,0.0,0.0,35.220278,-120.6475,no,Substantial,san luis obispo,ca,West,0.0
"mcgrath, ak",accident,2007-07-18,united states,non-fatal,airplane,lockheed,382g-44k-30,4.0,turbo prop,0.0,0.0,0.0,0.0,62.992222,-156.525278,no,Substantial,mcgrath,ak,West,0.0
"waldron, mo",accident,2007-07-19,united states,non-fatal,airplane,cessna,150j,1.0,reciprocating,0.0,0.0,0.0,0.0,39.230556,-94.804167,no,Substantial,waldron,mo,Midwest,0.0
"longmont, co",accident,2007-07-19,united states,non-fatal,airplane,beech,c-45h,2.0,reciprocating,0.0,1.0,1.0,1.0,40.119444,-105.055556,no,Destroyed,longmont,co,West,3.0
"woodland, ca",accident,2007-07-20,united states,non-fatal,airplane,cessna,150m,1.0,reciprocating,0.0,1.0,0.0,1.0,38.673889,-121.871945,no,Substantial,woodland,ca,West,2.0
"slaton, tx",accident,2007-07-20,united states,non-fatal,airplane,air tractor,at-502,1.0,turbo prop,0.0,0.0,0.0,0.0,33.484166,-101.656389,no,Substantial,slaton,tx,South,0.0
"colby, ks",accident,2007-07-20,united states,non-fatal,airplane,cessna,t188c,1.0,reciprocating,0.0,0.0,0.0,0.0,39.4175,-101.034444,no,Substantial,colby,ks,Midwest,0.0
"englewood, co",accident,2007-07-20,united states,non-fatal,airplane,cessna,a185f,1.0,reciprocating,0.0,0.0,0.0,0.0,39.572778,-104.860277,no,Substantial,englewood,co,West,0.0
"scribner, ne",accident,2007-07-20,united states,non-fatal,airplane,piper,pa-17,1.0,reciprocating,0.0,0.0,0.0,0.0,41.610278,-96.63,no,Substantial,scribner,ne,Midwest,0.0
"chadron, ne",accident,2007-07-20,united states,non-fatal,airplane,bush caddy usa,lsa,1.0,reciprocating,0.0,1.0,0.0,1.0,42.833333,-102.99,no,Substantial,chadron,ne,Midwest,2.0
"west liberty, ia",accident,2007-07-20,united states,non-fatal,airplane,schweizer,g-164b,1.0,turbo prop,0.0,1.0,0.0,1.0,41.586111,-91.220278,no,Substantial,west liberty,ia,Midwest,2.0
"spokane, wa",accident,2007-07-21,united states,non-fatal,airplane,boeing,a-75,1.0,reciprocating,0.0,0.0,0.0,0.0,47.683889,-117.320834,no,Substantial,spokane,wa,West,0.0
"cottage grove, or",accident,2007-07-21,united states,fatal(2),airplane,globe,gc-1b,1.0,reciprocating,2.0,0.0,0.0,0.0,43.799722,-123.028889,no,Substantial,cottage grove,or,West,2.0
"st. augustine, fl",accident,2007-07-21,united states,non-fatal,airplane,learjet,25,2.0,turbo jet,0.0,0.0,0.0,0.0,29.96,-81.34,no,Substantial,st. augustine,fl,South,0.0
"crested butte, co",accident,2007-07-21,united states,non-fatal,airplane,found aircraft canada inc,fba-2c2,1.0,reciprocating,0.0,0.0,0.0,0.0,38.851667,-106.932778,no,Substantial,crested butte,co,West,0.0
"rockford, il",accident,2007-07-21,united states,non-fatal,airplane,beech,v35b,1.0,reciprocating,0.0,0.0,0.0,0.0,42.195277,-89.097222,no,Substantial,rockford,il,Midwest,0.0
"battle mountain, nv",accident,2007-07-22,united states,non-fatal,airplane,piper,pa-34-220t,2.0,reciprocating,0.0,2.0,0.0,2.0,40.599166,-116.874445,no,Substantial,battle mountain,nv,West,4.0
"fond du lac, wi",accident,2007-07-22,united states,non-fatal,airplane,north american,t-6g,1.0,reciprocating,0.0,0.0,0.0,0.0,43.774167,-88.491666,no,Substantial,fond du lac,wi,Midwest,0.0
"harvey, nd",accident,2007-07-22,united states,non-fatal,airplane,hamilton,rotorway exec 90,1.0,reciprocating,0.0,0.0,0.0,0.0,47.791111,-99.931667,no,Substantial,harvey,nd,Midwest,0.0
"coldwater, mi",accident,2007-07-22,united states,non-fatal,airplane,ryan,st3kr,1.0,reciprocating,0.0,1.0,1.0,1.0,41.933611,-85.0525,no,Substantial,coldwater,mi,Midwest,3.0
"sussex, nj",accident,2007-07-22,united states,non-fatal,airplane,cessna,172p,1.0,reciprocating,0.0,2.0,0.0,2.0,41.2,-74.620278,no,Substantial,sussex,nj,North East,4.0
"nampa, id",accident,2007-07-22,united states,non-fatal,airplane,cessna,tu206f,1.0,reciprocating,0.0,1.0,1.0,1.0,43.582223,-116.523334,no,Destroyed,nampa,id,West,3.0
"moline, il",accident,2007-07-22,united states,non-fatal,airplane,grumman,g-164a,1.0,reciprocating,0.0,0.0,1.0,0.0,41.448333,-90.508333,no,Destroyed,moline,il,Midwest,1.0
"ormond beach, fl",accident,2007-07-23,united states,non-fatal,helicopter,schweizer,269c,1.0,reciprocating,0.0,2.0,0.0,2.0,29.300556,-81.113611,no,Substantial,ormond beach,fl,South,4.0
"kalispell, mt",accident,2007-07-23,united states,non-fatal,airplane,de havilland,beaver dhc-2 mk.1,1.0,reciprocating,0.0,0.0,0.0,0.0,47.591111,-113.299444,no,Substantial,kalispell,mt,West,0.0
"yellow pine, id",accident,2007-07-23,united states,non-fatal,airplane,beech,v35b,1.0,reciprocating,0.0,0.0,0.0,0.0,44.912222,-115.485555,no,Substantial,yellow pine,id,West,0.0
"walnut ridge, ar",accident,2007-07-23,united states,non-fatal,airplane,gulfstream-schweizer,gulfstream am g-164b,1.0,turbo prop,0.0,1.0,0.0,1.0,36.1425,-90.836666,no,Substantial,walnut ridge,ar,South,2.0
"prophetstown, il",accident,2007-07-23,united states,non-fatal,airplane,air tractor,at-602,1.0,turbo prop,0.0,0.0,0.0,0.0,41.666667,-90.083333,no,Substantial,prophetstown,il,Midwest,0.0
"taylor, az",accident,2007-07-23,united states,non-fatal,airplane,beech,c23,1.0,reciprocating,0.0,0.0,0.0,0.0,34.452778,-110.114722,no,Destroyed,taylor,az,West,0.0
"baker city, or",accident,2007-07-24,united states,non-fatal,airplane,cessna,182p,1.0,reciprocating,0.0,0.0,0.0,0.0,44.837222,-117.808889,no,Substantial,baker city,or,West,0.0
"mccall, id",accident,2007-07-24,united states,non-fatal,airplane,artic aircraft corp.,s-1b2,1.0,reciprocating,0.0,0.0,0.0,0.0,44.898611,-116.105,no,Substantial,mccall,id,West,0.0
"hammondsport, ny",accident,2007-07-24,united states,fatal(1),airplane,cessna,150l,1.0,reciprocating,1.0,0.0,0.0,0.0,42.392777,-77.189444,no,Substantial,hammondsport,ny,North East,1.0
"boise, id",accident,2007-07-24,united states,non-fatal,helicopter,robinson,r22 beta ii,1.0,reciprocating,0.0,2.0,0.0,2.0,43.573611,-116.226945,no,Substantial,boise,id,West,4.0
"oshkosh, wi",accident,2007-07-24,united states,non-fatal,airplane,flight design,ctsw,1.0,reciprocating,0.0,0.0,0.0,0.0,43.984444,-88.556944,no,Substantial,oshkosh,wi,Midwest,0.0
"ketchikan, ak",accident,2007-07-24,united states,fatal(5),airplane,de havilland,dhc-2,1.0,reciprocating,5.0,0.0,0.0,0.0,55.551389,-130.685555,no,Destroyed,ketchikan,ak,West,5.0
"collegeville, pa",accident,2007-07-25,united states,non-fatal,airplane,aero commander,100,1.0,reciprocating,0.0,1.0,0.0,1.0,40.203889,-75.43,no,Substantial,collegeville,pa,North East,2.0
"kirbyville, tx",accident,2007-07-25,united states,non-fatal,airplane,aeronca,champion,1.0,reciprocating,0.0,0.0,0.0,0.0,30.642777,-93.850278,no,Substantial,kirbyville,tx,South,0.0
"basin, wy",accident,2007-07-25,united states,non-fatal,airplane,bellanca,7gcbc,1.0,reciprocating,0.0,0.0,1.0,0.0,44.411111,-108.163333,no,Substantial,basin,wy,West,1.0
"arecibo, pr",accident,2007-07-25,united states,non-fatal,airplane,cessna,182,1.0,reciprocating,0.0,0.0,0.0,0.0,18.450556,-66.671945,no,Substantial,arecibo,pr,,0.0
"chino, ca",accident,2007-07-26,united states,non-fatal,airplane,cessna,305-c,1.0,reciprocating,0.0,0.0,0.0,0.0,33.974445,-117.636389,no,Substantial,chino,ca,West,0.0
"orlando, fl",accident,2007-07-26,united states,non-fatal,airplane,beech,b60,2.0,turbo prop,0.0,0.0,0.0,0.0,29.506667,-81.34,no,Substantial,orlando,fl,South,0.0
"science hill, ky",accident,2007-07-26,united states,fatal(1),airplane,beech,be-23,1.0,reciprocating,1.0,0.0,0.0,0.0,37.201389,-84.593611,no,Substantial,science hill,ky,South,1.0
"campbellton, fl",accident,2007-07-26,united states,fatal(2),airplane,cessna,150b,1.0,reciprocating,2.0,0.0,0.0,0.0,30.953333,-85.421667,no,Substantial,campbellton,fl,South,2.0
"grand junction, co",accident,2007-07-26,united states,non-fatal,airplane,cessna,182t,1.0,reciprocating,0.0,0.0,0.0,0.0,39.125834,-108.533334,no,Substantial,grand junction,co,West,0.0
"kansas city, mo",accident,2007-07-26,united states,non-fatal,airplane,piper,pa-18-135,1.0,reciprocating,0.0,0.0,0.0,0.0,39.123334,-94.591944,no,Substantial,kansas city,mo,Midwest,0.0
"sturtevant, wi",accident,2007-07-26,united states,non-fatal,airplane,beech,a36,1.0,reciprocating,0.0,0.0,0.0,0.0,42.703056,-87.958889,no,Substantial,sturtevant,wi,Midwest,0.0
"newport, ri",accident,2007-07-26,united states,non-fatal,airplane,cessna,172p,1.0,reciprocating,0.0,0.0,0.0,0.0,41.526111,-71.275556,no,Substantial,newport,ri,North East,0.0
"shirley, ny",accident,2007-07-26,united states,non-fatal,airplane,evektor aerotechnic,sportstar,1.0,reciprocating,0.0,0.0,0.0,0.0,40.819723,-72.866667,no,Substantial,shirley,ny,North East,0.0
"wallkill, ny",accident,2007-07-27,united states,non-fatal,airplane,beech,65-a90,2.0,turbo prop,0.0,0.0,0.0,0.0,41.627778,-74.133611,no,Substantial,wallkill,ny,North East,0.0
"ramona, ca",accident,2007-07-27,united states,non-fatal,airplane,piper,pa-24-260,1.0,reciprocating,0.0,0.0,0.0,0.0,33.166111,-116.951944,no,Substantial,ramona,ca,West,0.0
"cooperstown, ny",accident,2007-07-27,united states,non-fatal,airplane,cessna,150l,1.0,reciprocating,0.0,0.0,1.0,0.0,42.629167,-74.890833,no,Substantial,cooperstown,ny,North East,1.0
"oshkosh, wi",accident,2007-07-27,united states,fatal(1),airplane,north american,p-51d,1.0,reciprocating,1.0,0.0,0.0,0.0,43.9675,-88.556667,no,Substantial,oshkosh,wi,Midwest,1.0
"berryville, ar",accident,2007-07-27,united states,non-fatal,airplane,piper,pa-24-180,1.0,reciprocating,0.0,0.0,0.0,0.0,36.391111,-93.629723,no,Substantial,berryville,ar,South,0.0
"georgetown, oh",accident,2007-07-27,united states,non-fatal,airplane,beech,23,1.0,reciprocating,0.0,0.0,0.0,0.0,38.881945,-83.882778,no,Substantial,georgetown,oh,Midwest,0.0
"west linn, or",accident,2007-07-28,united states,fatal(2),airplane,taylorcraft,bf12,1.0,reciprocating,2.0,0.0,0.0,0.0,45.359444,-122.611667,no,Substantial,west linn,or,West,2.0
"tonasket, wa",accident,2007-07-28,united states,fatal(2),airplane,mooney,m20e,1.0,reciprocating,2.0,0.0,0.0,0.0,48.724723,-119.465556,no,Substantial,tonasket,wa,West,2.0
"arco, id",accident,2007-07-28,united states,non-fatal,airplane,cessna,170 b,1.0,reciprocating,0.0,0.0,0.0,0.0,43.605556,-113.334722,no,Substantial,arco,id,West,0.0
"redlands, ca",accident,2007-07-28,united states,non-fatal,airplane,beech,c35,1.0,reciprocating,0.0,1.0,0.0,1.0,34.085277,-117.145555,no,Substantial,redlands,ca,West,2.0
"dayton, oh",accident,2007-07-28,united states,fatal(1),airplane,opus motorsports llc,bd02,1.0,reciprocating,1.0,0.0,0.0,0.0,39.904167,-84.221389,no,Substantial,dayton,oh,Midwest,1.0
